,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
5677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,5,1,5,1,0,0,3,1,6,0,0,0,6,7,1,2,5,1,154572138.73916227,136422954.7271911,0.05136140769346234,962865.26970385,146472816.51148838,0.00043312577790966444,67462768.94328432,24198032.45136138,0.0570269922355677,0.0,19337348.34775413,0.0,107055318.16191319,40273672.383724004,0.04610948392469348,286800000.0,0.0
5678,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,7,7,9,6,1,0.0,66507014.9338145,0.0,112636846.90155432,38245121.951764055,0.05078863318924097,226962139.23108453,20299287.62732069,0.19183474531883446,11913284.53921487,7332080.219521779,0.0027185004175189105,69546850.03666385,0.0,0.03000639614588197,520200000.0,0.0
5679,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,5,0,1,0,0,1,6,1,2,2,0,2,1,2,6,6,5,1,0.0,163263255.48539597,0.0,69870132.62130612,38245121.951764055,0.03159736554023396,47981520.39168599,52771009.1301844,0.040670889852152836,0.0,22013110.966710176,0.0,23453610.595592637,54355764.74753119,0.010068761299440152,371400000.0,0.0
5680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,1,1,0,0,0,0,7,0,0,7,3,6,5,1,176596561.04902545,66507014.9338145,0.0589068316326684,47411245.888587706,121701716.67461371,0.0209457782391219,81969574.50150475,41292219.28177295,0.07089097910650101,31356617.787359282,0.0,0.007552813292174509,0.0,44193513.54513965,0.0,0.0,0.0
5681,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,6,7,3,2,0,4,4,1,4,9,3,7,10,10,6,5,1,7,1,22024422.30986318,181693838.44953766,0.007545423939206054,0.0,95202239.80249318,0.0,0.0,83164347.00555347,0.0,0.0,43533038.52735107,0.0,0.0,220791693.58529094,0.0,469400000.0,0.0
5682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,7,5,0,4,1,3,1,0,1,1,1,0,0,2,0,1,7,1,0.0,198655966.29970902,0.0,0.0,122529913.13437451,0.0,49035274.6907101,68543533.15029672,0.015225418832814346,25072008.6342521,12857587.774250694,0.002283467833736098,157278677.97467417,25037214.086173728,0.024650632088957587,169200000.0,3153.5842859101076
5683,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,6,1,0,6,6,9,6,3,0,0,6,5,6,6,1,0.0,32694901.094161935,0.0,16323282.95017953,180482162.0222122,0.007579209890366447,93117047.63409254,52771009.1301844,0.08009923470985968,0.0,55617907.465318896,0.0,16506348.075703688,30351526.042379983,0.007300942737027657,473900000.0,0.0
5684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,6,7,0,7,0,1,6,1,0,0,0,0,0,6,7,5,7,1,0.0,95486976.46933737,0.0,0.0,166071355.5283289,0.0,122064357.58954868,52771009.1301844,0.012557360468876644,8829520.720827742,6320800.309666242,0.00027267848363122973,190243235.1686471,0.0,0.009855727780017207,473900000.0,8533.493372790184
5685,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,7,3,0,6,4,2,1,1,2,0,0,6,0,0,4,6,6,10,5,1,0.0,121644599.3504275,0.0,0.0,191239251.59600878,0.0,17170426.627336685,65000908.30641317,0.005280131864789582,8103734.965800213,12586457.998778107,0.0006921773261978769,88788220.94047265,33377116.55719709,0.013671789512066195,1317500000.0,1607.7019275924351
5686,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,1,0,3,6,4,0,1,0,0,7,0,0,0,6,3,7,5,1,0.0,78453877.84187987,0.0,38646021.97963702,120892243.43187523,0.017278274810504507,0.0,49622725.1402255,0.0,4169324.3492016667,14261651.781499248,0.0010106399987424614,219710682.1865034,0.0,0.0951687882856294,799000000.0,0.0
5687,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,3,0,1,0,7,7,6,3,1,0,0,7,1,0,0,4,6,7,4,5,1,0.0,32694901.094161935,0.0,0.0,271785414.69060427,0.0,1905517.7164142733,46650169.32145682,0.00019946702840390986,3857244.271065265,22258486.725668453,0.00010556367703383593,100620016.1748246,33377116.55719709,0.005219373979917589,1325100000.0,3187.1709961388406
5688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,1,1,0,2,7,7,0,0,7,0,7,1,6,4,1,0.0,53972506.18695759,0.0,36168010.054842465,83721931.52190953,0.006055548381904877,109620903.91223356,43224599.14167526,0.034087184235187064,0.0,32304948.475029543,0.0,75153404.27262385,44193513.54513965,0.011685184379668156,217800000.0,2640.491614648623
5689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,7,3,1,0,0,0,1,0,3,3,0,6,5,1,0.0,120872818.04831296,0.0,48969848.85053859,77797112.44472042,0.02273762967109934,0.0,93241572.7977978,0.0,36998636.78170134,0.0,0.00896392801371051,52668258.10044248,56425877.743436806,0.02286534167454332,217800000.0,0.0
5690,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,5,7,0,0,6,0,5,0,1,0,5,6,6,6,0,1,0.0,68139002.95605196,0.0,16323282.95017953,189376403.10135323,0.007579209890366447,185070820.3206117,31398797.71871161,0.15739989091913048,5581055.625382547,11068771.68625446,0.0012596388538433892,0.0,62967163.32200457,0.0,302400000.0,0.0
5691,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7,6,7,5,7,0,1,1,3,0,0,1,0,0,0,7,6,7,7,1,0.0,250418129.4142797,0.0,0.0,146137633.1823734,0.0,80113117.11548568,67172241.44960354,0.06930426760585978,32988688.126690824,6320800.309666242,0.008142503394749936,196818253.8280184,0.0,0.08505877166157824,520200000.0,0.0
5692,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7,7,7,0,6,6,0,0,7,0,0,2,0,0,0,0,1,6,5,1,0.0,263411491.52410418,0.0,15911669.347049521,146841946.52894095,0.007215409988610125,53479845.34728123,34221561.73832255,0.04507777212052162,29914310.519894503,7332080.219521779,0.007402307645676153,195665418.07232076,0.0,0.08468325082221287,279200000.0,0.0
5693,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,6,7,10,0,4,0,0,4,1,0,0,1,2,1,1,4,1,0.0,103162272.08375776,0.0,0.0,309776272.4227686,0.0,73110977.91660559,26403379.542306438,0.062477893420220997,0.0,16925244.491970196,0.0,190288122.5083176,25037214.086173728,0.08280950712084277,425300000.0,0.0
5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,3,6,1,0,3,6,1,0,6,3,0,6,7,7,6,1,7,1,0.0,167355240.67253488,0.0,0.0,112832601.01821715,0.0,11550354.530813359,86393856.47345893,0.001212115523186123,13069104.85791108,22928006.72310114,0.000386720055068004,49787739.64581389,94338185.77629063,0.0025801718564054175,0.0,2156.0543425557325
5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,2,7,1,5,2,2,7,0,0,1,7,0,7,6,6,5,1,0.0,176006934.67244527,0.0,16323282.95017953,172979540.6196893,0.007579209890366447,0.0,83067397.09386957,0.0,0.0,14261651.781499248,0.0,60442138.10411527,70740857.80294001,0.02625596466029171,0.0,0.0
5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,7,6,0,0,1,0,7,0,0,0,0,1,6,0,6,1,154572138.73916227,154058455.93250468,0.05136140769346234,3353720.1521367826,200478803.72368535,0.0015143070356157101,233074765.8487225,20299287.62732069,0.19810529757578516,5581055.625382547,14261651.781499248,0.0012596388538433892,75153404.27262385,0.0,0.03245884549907821,0.0,0.0
5697,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,3,1,0,4,1,10,2,2,1,0,0,7,7,4,7,2,7,5,1,0.0,78453877.84187987,0.0,25121159.463198196,97105266.60422453,0.0040647229495074134,0.0,108411807.24936754,0.0,3231864.3614923023,6320800.309666242,0.0002920722498218297,0.0,153530015.84790388,0.0,966500000.0,364.1921494883056
5698,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,3,4,2,0,1,7,0,0,0,7,0,2,6,4,6,3,1,0.0,95486976.46933737,0.0,3521444.154483402,161032461.29393038,0.0016625479467806516,122064357.58954868,55690229.411618516,0.10464467057397203,17305731.885078717,0.0,0.0041932387412686595,0.0,79084435.94406682,0.0,558500000.0,0.0
5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,7,7,0,0,6,7,7,5,7,1,463716416.2174868,0.0,0.15408422308038702,142233737.6657631,0.0,0.0628373347173657,0.0,49622725.1402255,0.0,5581055.625382547,32304948.475029543,0.0012596388538433892,0.0,40273672.383724004,0.0,0.0,0.0
5700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,0,2,0,0,0,4,9,3,0,0,1,6,5,3,6,1,0.0,151906735.46309224,0.0,36168010.054842465,82526679.5239558,0.016820967727513545,277464309.9635418,0.0,0.23588139209990672,0.0,43533038.52735107,0.0,0.0,25037214.086173728,0.0,84600000.0,0.0
5701,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,6,1,6,0,1,5,6,3,7,1,0,0,0,6,6,6,6,1,309144277.47832453,60717312.84309486,0.01232673784643096,3353720.1521367826,106547043.08732629,0.00018171684427388524,19780251.71977232,88493738.80547373,0.00201795942241133,0.0,33072527.325875208,0.0,182297608.4921679,0.0,0.009447044963594359,256100000.00000003,7968.677629068194
5702,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,2,7,3,3,1,0,0,3,7,1,6,1,6,6,5,1,0.0,82177854.37813279,0.0,43659208.22362617,121229975.87047109,0.01960228134150897,0.0,75795704.53955784,0.0,21825677.833460625,8453407.696608048,0.005227466762375068,0.0,128563448.37726545,0.0,115300000.0,0.0
5703,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,6,0,7,4,5,5,7,0,1,0,0,0,0,0,1,7,4,6,6,2,0.0,144075745.84278923,0.0,0.0,201702786.22359943,0.0,0.0,59903444.52010451,0.0,19937093.65582937,0.0,0.004833741734299987,254927687.1768965,25037214.086173728,0.11036777943660092,1063100000.0,0.0
5704,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,6,1,8,9,0,1,1,0,7,4,4,4,6,3,1,0.0,0.0,0.0,31658693.252847042,106547043.08732629,0.014285300016517729,1836520.1993652326,113806590.39887068,0.0015560241522562818,1406422.6110746397,12857587.774250694,0.00031774978938143314,44394110.470236324,86420965.59927613,0.018988596544536385,1604300000.0,0.0
5705,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3,4,8,9,1,7,1,0,3,6,0,0,0,0,0,0,6,6,5,4,1,0.0,262729849.9195456,0.0,16323282.95017953,164105490.41814741,0.0009095051868439737,79335752.41541639,58926842.49039639,0.008118037596373166,15762233.430428047,0.0,0.0004551408396476466,233093486.81443828,0.0,0.012087675050393789,947800000.0,9592.388818292307
5706,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,1,6,0,0,7,7,0,7,7,6,6,1,0.0,32694901.094161935,0.0,51678226.13017079,90143923.5488522,0.00837621345463845,171475277.5958165,41292219.28177295,0.0526314043267703,0.0,12586457.998778107,0.0,0.0,100105457.62015328,0.0,217800000.0,2391.279482304326
5707,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,7,7,2,3,0,1,1,6,0,0,1,0,6,7,5,5,6,1,0.0,144075745.84278923,0.0,0.0,192223742.738094,0.0,172790447.7931673,41292219.28177295,0.14822265734421403,0.0,12586457.998778107,0.0,38352767.840348504,66687072.31506137,0.01665890277121531,435600000.0,0.0
5708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,5,6,0,0,2,0,1,3,4,3,0,0,0,7,6,6,1,1,22024422.30986318,146023907.9151004,0.0009054508727047265,0.0,66045103.44010488,0.0,73584304.74936673,43878096.290305056,0.007672375630947522,0.0,29871759.256855987,0.0,296182042.08943427,0.0,0.015389358081395361,256100000.00000003,10560.618173144876
5709,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,4,0,1,1,0,0,1,8,1,0,4,0,1,6,2,4,4,6,4,1,0.0,85246019.34861892,0.0,48105460.28396557,38245121.951764055,0.007910513955867986,9338272.323948525,86325401.15861787,0.0028680742515428633,1159609.6161206285,9695195.36216505,9.33380278968954e-05,0.0,101577994.71398854,0.0,1658200000.0,712.5165461803908
5710,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,5,7,5,0,0,6,0,7,1,0,0,2,6,6,4,1,1,0.0,123922014.83441225,0.0,0.0,235051160.5594048,0.0,96268858.99054581,31398797.71871161,0.08181249555950347,12626379.155295491,22258486.725668453,0.0030369080895042144,166662091.85642827,27578229.96765524,0.07234064758404368,333100000.0,0.0
5711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,9,1,3,6,3,1,1,0,0,1,1,0,0,6,5,0,4,1,0.0,249179565.09192026,0.0,16323282.95017953,163268356.78208596,0.007579209890366447,4896440.724507096,69869514.91937588,0.0042680109277001,32712687.43467283,6320800.309666242,0.008138021204443098,118716950.44051775,25037214.086173728,0.05157375568803127,217800000.0,0.0
5712,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,6,0,7,2,0,1,0,6,1,0,0,0,6,6,6,5,1,0.0,131444749.25204396,0.0,0.0,155736187.608082,0.0,73584304.74936673,43878096.290305056,0.06393646359122936,9828728.84150998,20319063.206658736,0.002348232913357083,296182042.08943427,0.0,0.1282446506782947,643100000.0,0.0
5713,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,6,7,7,7,3,1,0.0,128674397.76670545,0.0,112636846.90155432,38245121.951764055,0.05078863318924097,216418752.32036376,0.0,0.1829481677189364,0.0,0.0,0.0,0.0,40273672.383724004,0.0,340700000.0,0.0
5714,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,7,5,10,3,0,7,1,1,0,2,3,0,0,3,1,9,7,6,4,1,0.0,278761174.70353365,0.0,2021683.3111198838,128933649.86623067,0.0009510582984942384,43507806.97861491,41292219.28177295,0.03732613287447212,297598.37978985533,16373078.863592021,7.978604274581117e-05,103996036.25994259,58044072.09764524,0.04503636236453048,1024800000.0,0.0
5715,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,2,7,5,4,1,4,6,3,7,6,5,5,5,1,4,1,0.0,32694901.094161935,0.0,15911669.347049521,163617629.8270864,0.007215409988610125,0.0,87498935.4190952,0.0,0.0,35921402.00296259,0.0,0.0,151912420.96166015,0.0,1009200000.0,0.0
5716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,5,6,6,1,0.0,42291505.65437629,0.0,144470345.92706218,0.0,0.06481413494831179,274086481.4409924,0.0,0.2306822332388398,0.0,36242968.75925505,0.0,0.0,0.0,0.0,217800000.0,0.0
5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,0,1,1,0,0,0,0,6,1,0,0,0,1,5,9,1,1,0.0,162708076.19428974,0.0,80803347.87604645,77797112.44472042,0.005514469714525525,276432980.8009425,0.0,0.035144095299811565,5581055.625382547,20319063.206658736,0.0001889458280765084,0.0,0.0,0.0,0.0,6527.779893644569
5718,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,6,9,1,3,6,2,1,1,0,0,0,0,0,0,6,6,7,5,1,0.0,262603527.20862615,0.0,16117476.148614526,163268356.78208596,0.007397309939488287,4633505.832544438,66330233.160400495,0.003993887267869727,29778489.37058212,0.0,0.007212423701175243,289326135.7114521,0.0,0.12511313396975432,286800000.0,0.0
5719,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,4,0,2,6,3,6,0,0,2,10,6,5,6,0,1,0.0,0.0,0.0,15911669.347049521,141544218.4474694,0.002597547595899645,29947189.024839938,55749126.209561795,0.009097608262040792,0.0,22374727.640758883,0.0,138963722.47438112,89798677.82913977,0.021757059841106974,279200000.0,2514.7869700015062
5720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,7,0,7,6,5,0,3,1,6,0,0,0,3,5,1,6,1,309144277.47832453,68139002.95605196,0.03698021353929288,0.0,166071355.5283289,0.0,0.0,66629563.55863415,0.0,0.0,29841586.423833434,0.0,205611102.16923165,0.0,0.03194323250910944,256100000.00000003,3960.3928953625036
5721,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,9,0,6,0,0,6,4,0,1,5,7,1,0,0,0,7,7,8,2,1,0.0,167421100.05585465,0.0,75270360.64815415,66045103.44010488,0.03360549132251477,0.0,49622725.1402255,0.0,0.0,37399150.53166599,0.0,140314964.00974542,0.0,0.06072919284371871,845300000.0,0.0
5722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,6,1,1,3,1,4,5,6,3,2,7,7,0,7,7,7,6,2,1,154572138.73916227,100714900.1874114,0.00616336892321548,962865.26970385,131469340.4991319,5.197509334915973e-05,0.0,101830221.10162406,0.0,0.0,33433724.70004555,0.0,0.0,100105457.62015328,0.0,30700000.0,1024.6625973095936
5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,7,2,1,1,1,0,0,0,0,4,3,7,6,0,7,1,154572138.73916227,188504836.94538477,0.05136140769346234,3353720.1521367826,170089157.9028142,0.0015143070356157101,62442086.60754252,63002497.37327425,0.05398050428500989,34499798.00570025,0.0,0.008289306012107882,21829462.142806157,68094717.76275629,0.00933198324626579,0.0,0.0
5724,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2,0,7,0,1,1,10,9,1,0,1,0,3,4,6,5,9,6,1,154572138.73916227,37255203.23710208,0.01849010676964644,0.0,121701716.67461371,0.0,0.0,124792790.66387632,0.0,1635108.7274807938,12857587.774250694,0.00014893272217992378,64054732.11905405,67268466.33257627,0.009939501347398233,799000000.0,1442.8208421446607
5725,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,9,1,7,0,1,6,1,6,0,0,0,1,7,6,5,6,1,0.0,68139002.95605196,0.0,0.0,244334741.6364998,0.0,78513656.86595294,52771009.1301844,0.06684237592788732,4118485.8640584345,19337348.34775413,0.0010343895761281002,240216393.66721928,25037214.086173728,0.1042113791106008,504600000.0,0.0
5726,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,7,6,6,2,4,6,4,9,1,0,0,1,4,0,0,7,7,4,3,1,0.0,238931234.54161525,0.0,3416868.3203263446,180682752.5903782,0.0015701198105307263,0.0,104272205.15888888,0.0,13129049.108861595,6320800.309666242,0.003292511350600779,0.0,33377116.55719709,0.0,741100000.0,0.0
5727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,5,7,3,0,1,0,0,0,1,3,1,6,5,7,7,1,0.0,135122680.3738662,0.0,16323282.95017953,189376403.10135323,0.007579209890366447,16446795.255320456,46650169.32145682,0.014368973620917793,38307264.40217695,0.0,0.009401680243929638,26334129.05022124,85064701.79229271,0.01143267083727166,217800000.0,0.0
5728,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7,7,1,0,0,0,0,7,1,4,3,1,0,0,1,6,4,5,1,0.0,154345864.93625224,0.0,47735008.041148566,38245121.951764055,0.021646229965830377,59894378.049679875,34221561.73832255,0.05054226812244885,7179577.277485946,26347134.242014326,0.001835252584155259,181326414.3123458,25037214.086173728,0.07876789398087514,279200000.0,0.0
5729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,1,1,0,0,1,1,7,6,0,0,0,1,0,1,5,6,1,176596561.04902545,103162272.08375776,0.0589068316326684,13010921.068802034,77797112.44472042,0.006032197138412831,56394699.14930941,41292219.28177295,0.04794095437321971,0.0,30185557.33409556,0.0,194040545.0100576,25037214.086173728,0.08403943898789246,286800000.0,0.0
5730,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,0,0,6,0,1,2,1,0,4,6,6,9,6,1,0.0,32694901.094161935,0.0,48156781.97568739,137220471.0599543,0.021604711649437263,184039491.1580124,31398797.71871161,0.15581246748463418,6322654.229432294,13903423.98391871,0.0014687391044381282,0.0,59554855.274964996,0.0,520200000.0,0.0
5731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,10,9,10,0,0,6,7,4,9,6,1,0.0,32694901.094161935,0.0,7042888.308966804,90143923.5488522,0.003325095893561303,234389936.04607326,20299287.62732069,0.20012960956785947,0.0,84370761.89025998,0.0,0.0,40273672.383724004,0.0,217800000.0,0.0
5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,7,1,7,0,1,5,1,7,1,1,0,0,7,6,5,7,1,176596561.04902545,95486976.46933737,0.008836024744900261,0.0,217627170.58040905,0.0,140397435.1710409,50081750.628976494,0.017878036175614637,0.0,29339878.5720282,0.0,106172982.69855332,25037214.086173728,0.006953329349187494,0.0,5876.708786338288
5733,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,7,2,2,3,2,7,1,0,0,0,6,0,0,1,7,5,4,5,2,0.0,179702842.12946463,0.0,6024027.899549092,144638102.10542652,0.0027995356802515835,0.0,59903444.52010451,0.0,26251836.551820457,12586457.998778107,0.006493009846657162,167395694.1498326,25037214.086173728,0.07269949049679161,333100000.0,0.0
5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,1,2,2,7,7,7,0,0,5,6,7,6,7,1,198620983.35888863,32694901.094161935,0.06645225557187445,0.0,121229975.87047109,0.0,31364244.18276694,67743434.35641764,0.026969066770301066,0.0,55132637.76085901,0.0,133598406.90594234,36676675.840294495,0.05778347432760075,0.0,0.0
5735,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,1,1,0,2,1,0,7,2,0,0,0,0,6,4,7,1,0.0,202991498.16567695,0.0,36168010.054842465,118700628.29513216,0.016820967727513545,135021686.59851906,43878096.290305056,0.11559390138870275,5581055.625382547,23537919.412238494,0.0012596388538433892,198939267.5530436,0.0,0.08618874329014009,302400000.0,0.0
5736,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,7,0,2,0,0,2,1,6,6,6,1,0.0,72222705.9376919,0.0,91387836.79676868,38245121.951764055,0.041002801262003064,86951160.2053724,0.0,0.07339408868996249,0.0,23537919.412238494,0.0,41300666.95522527,27578229.96765524,0.017685073245684066,248500000.0,0.0
5737,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,7,1,6,3,3,0,0,4,1,4,5,0,1,5,5,4,4,6,7,1,0.0,188945475.6704826,0.0,0.0,100759376.17493644,0.0,0.0,49622725.1402255,0.0,0.0,22356212.824753046,0.0,35673897.9787714,107835888.91308182,0.005601748994362728,1501800000.0,514.317990481738
5738,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,7,7,3,0,1,0,8,9,0,4,1,0,1,1,7,4,6,0,1,0.0,192314896.29996094,0.0,0.0,90143923.5488522,0.0,0.0,90417654.16370949,0.0,2005004.880307901,16925244.491970196,0.0004690894476751015,31290999.959159024,50929971.20054293,0.013450873380203024,1064500000.0,0.0
5739,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,7,1,0,5,2,7,4,0,0,2,6,1,6,5,1,0.0,71223146.50296113,0.0,32646565.90035906,114065823.89018795,0.015158419780732894,88179035.303752,50081750.628976494,0.07563665057188537,0.0,35703641.98932909,0.0,180814648.0113182,27578229.96765524,0.0783931622400176,814600000.0,0.0
5740,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,7,1,7,1,2,0,4,10,10,1,0,0,0,7,4,6,1,1,0.0,181693838.44953766,0.0,16240960.229553534,164105490.41814741,0.007506449910015187,55134148.189433336,50406479.71948833,0.047624077601467606,0.0,61286011.99203746,0.0,133831942.9884116,0.0,0.05749645266909188,423600000.0,0.0
5741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,0,1,1,0,2,1,0,0,0,1,1,0,2,6,6,5,1,0.0,145377609.9240707,0.0,80803347.87604645,77797112.44472042,0.036763131430170154,127336443.62961349,43878096.290305056,0.10817352618868885,30524264.556727402,0.0,0.0073148964702814245,5606554.235960008,50929971.20054293,0.002452449353196239,217800000.0,0.0
5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,9,1,7,0,1,5,1,6,0,0,0,1,7,6,5,6,1,154572138.73916227,100714900.1874114,0.00616336892321548,0.0,244334741.6364998,0.0,140397435.1710409,50081750.628976494,0.014302428940491708,0.0,19337348.34775413,0.0,142973619.13082868,25037214.086173728,0.007458656606693542,0.0,8225.237855786216
5743,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,1,0,1,0,0,0,0,0,0,3,0,6,7,7,7,3,1,0.0,128674397.76670545,0.0,48969848.85053859,77797112.44472042,0.02273762967109934,218765251.68031386,0.0,0.186559903145507,0.0,0.0,0.0,0.0,74896439.20493636,0.0,340700000.0,0.0
5744,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,7,0,8,6,3,0,7,0,7,5,7,4,2,4,1,0.0,0.0,0.0,6833736.640652689,121229975.87047109,0.0031402396210614527,15037351.269241443,78367018.73996717,0.012654550648717178,0.0,24227584.784522224,0.0,47885516.17694843,90595441.88119246,0.020616764130287103,874300000.0,0.0
5745,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,3,0,1,1,7,1,6,0,0,2,5,6,9,1,0.0,188945475.6704826,0.0,144470345.92706218,0.0,0.06481413494831179,0.0,46650169.32145682,0.0,0.0,29339878.5720282,0.0,0.0,40273672.383724004,0.0,387000000.0,0.0
5746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,2,7,6,3,0,3,0,0,5,9,2,1,309144277.47832453,68139002.95605196,0.10272281538692468,56763719.26413329,38245121.951764055,0.02541150890847429,129939669.07330273,22167818.198803753,0.10977173242743468,0.0,43269289.48254271,0.0,0.0,30351526.042379983,0.0,121200000.0,0.0
